instance_id,keypoint_id,x,y,confidence
0,0,839.414306640625,1057.534912109375,0.621636152267456
0,1,879.37744140625,926.3252563476562,0.7847166657447815
0,2,895.9865112304688,711.6823120117188,0.8118752837181091
0,3,976.8463745117188,1001.1616821289062,0.4277488887310028
0,4,1017.8545532226562,852.0781860351562,0.45485466718673706
0,5,1028.625244140625,625.6530151367188,0.4670116603374481
0,6,806.1300659179688,1027.220458984375,0.4260987937450409
0,7,824.2468872070312,910.368408203125,0.4501959979534149
0,8,783.0933227539062,725.1942749023438,0.30879583954811096
0,9,902.3562622070312,968.492919921875,0.283441960811615
0,10,942.2421264648438,841.1094970703125,0.2136695683002472
0,11,923.27783203125,660.8059692382812,0.0893409475684166
0,12,1046.3841552734375,388.0169677734375,0.2241281121969223
0,13,1092.854736328125,857.0196533203125,0.19667910039424896
0,14,714.9450073242188,375.0928955078125,0.5588322281837463
0,15,615.5432739257812,330.0758361816406,0.050873178988695145
0,16,498.2655334472656,561.3865966796875,0.47728094458580017
0,17,552.838134765625,603.5191040039062,0.4536607265472412
0,18,730.5099487304688,509.1258239746094,0.40174341201782227
0,19,602.1600952148438,477.95849609375,0.05913001671433449
0,20,857.2913208007812,678.6837768554688,0.00023833641898818314
0,21,850.602294921875,638.4148559570312,0.0004724375030491501
0,22,839.5455322265625,637.86474609375,0.0002972627116832882
0,23,844.6654663085938,612.8561401367188,0.000298375467536971
1,0,1365.844970703125,1039.0860595703125,0.8114281296730042
1,1,1364.1236572265625,918.3145141601562,0.8563683032989502
1,2,1382.5068359375,713.0167846679688,0.7282092571258545
1,3,1476.30322265625,990.8899536132812,0.7235029339790344
1,4,1429.8133544921875,859.985595703125,0.68166583776474
1,5,1443.3458251953125,650.9403076171875,0.3795132339000702
1,6,1133.2587890625,1064.4013671875,0.8259851932525635
1,7,1177.5709228515625,927.408447265625,0.9056704640388489
1,8,1213.6605224609375,704.0964965820312,0.8088316321372986
1,9,1220.367431640625,1018.2216796875,0.6631609201431274
1,10,1239.486572265625,861.27490234375,0.6355198621749878
1,11,1280.043212890625,646.45556640625,0.42056912183761597
1,12,1319.0750732421875,397.7009582519531,0.16404689848423004
1,13,1282.832763671875,858.3025512695312,0.18315288424491882
1,14,1463.55224609375,394.8014831542969,0.044650547206401825
1,15,1368.9569091796875,400.4830627441406,0.10536403954029083
1,16,1438.029296875,617.7233276367188,0.1846878081560135
1,17,1415.4625244140625,638.2720336914062,0.1879706084728241
1,18,1493.39208984375,463.5947265625,0.06840445101261139
1,19,1344.25830078125,481.2008972167969,0.14144085347652435
1,20,1292.5391845703125,749.0555419921875,0.0002750600397121161
1,21,1324.8782958984375,745.9176635742188,0.00041196882375516
1,22,1317.138916015625,710.4342651367188,0.000335842021740973
1,23,1319.6212158203125,680.0264892578125,0.00034100995981134474
2,0,878.6712036132812,1071.6697998046875,0.7065410017967224
2,1,903.6267700195312,935.8977661132812,0.8737385869026184
2,2,914.4650268554688,704.3984375,0.8898018598556519
2,3,1276.7523193359375,1017.2748413085938,0.793014407157898
2,4,1290.9056396484375,854.047607421875,0.8234022259712219
2,5,1269.7373046875,600.739013671875,0.7873795032501221
2,6,803.52978515625,1048.320556640625,0.45154786109924316
2,7,820.1648559570312,925.6722412109375,0.5110863447189331
2,8,796.2764282226562,711.6436767578125,0.344906747341156
2,9,1109.593994140625,987.334228515625,0.5131478905677795
2,10,1154.1646728515625,842.2807006835938,0.40657901763916016
2,11,1117.4530029296875,650.9324951171875,0.16133299469947815
2,12,1272.9034423828125,339.5310363769531,0.3884708881378174
2,13,1342.872802734375,823.8631591796875,0.30260998010635376
2,14,814.9912109375,316.1421203613281,0.29803264141082764
2,15,732.3226318359375,296.09222412109375,0.04162890464067459
2,16,727.1477661132812,548.687255859375,0.27026498317718506
2,17,729.2898559570312,571.1298828125,0.27904775738716125
2,18,850.3013916015625,412.5184631347656,0.25166839361190796
2,19,728.1458129882812,402.9515075683594,0.054415397346019745
2,20,978.8582153320312,669.0252075195312,0.00010186569124925882
2,21,1003.4544677734375,630.9924926757812,0.00015111164248082787
2,22,972.070556640625,641.986328125,0.0001252775255125016
2,23,962.156982421875,610.1044311523438,0.00012993786367587745
3,0,822.7919311523438,1028.2271728515625,0.6944383978843689
3,1,850.934326171875,887.4888305664062,0.7942087054252625
3,2,849.1284790039062,670.0269165039062,0.7303142547607422
3,3,839.5521240234375,972.7918701171875,0.26791754364967346
3,4,884.1337280273438,819.7379150390625,0.20245786011219025
3,5,884.9342651367188,623.287841796875,0.17268027365207672
3,6,777.343017578125,994.8086547851562,0.6601157784461975
3,7,791.7715454101562,880.1456909179688,0.6613911390304565
3,8,736.7499389648438,707.76171875,0.43304598331451416
3,9,782.2146606445312,935.2088012695312,0.2546015977859497
3,10,824.5662841796875,808.7280883789062,0.13691924512386322
3,11,790.1973266601562,646.86328125,0.059087660163640976
3,12,890.0119018554688,433.3517150878906,0.07493456453084946
3,13,841.8450317382812,863.5253295898438,0.08720457553863525
3,14,668.5909423828125,389.0194091796875,0.45521464943885803
3,15,514.417236328125,382.5695495605469,0.13116790354251862
3,16,528.9332275390625,557.9383544921875,0.6236576437950134
3,17,570.6063842773438,608.76123046875,0.583771824836731
3,18,698.1838989257812,520.0443725585938,0.3160080313682556
3,19,485.3196105957031,535.603515625,0.12175722420215607
3,20,693.6387939453125,699.3868408203125,0.0005119552952237427
3,21,682.34375,661.4789428710938,0.0006811373168602586
3,22,653.0816650390625,676.232421875,0.0005880200187675655
3,23,656.7048950195312,639.8678588867188,0.0005778074846602976
