instance_id,keypoint_id,x,y,confidence
0,0,310.5544738769531,269.5232849121094,0.6875407695770264
0,1,275.12872314453125,242.9974822998047,0.8172199726104736
0,2,250.55552673339844,203.6529998779297,0.7466606497764587
0,3,256.9587707519531,278.47088623046875,0.33357930183410645
0,4,219.19131469726562,260.31793212890625,0.2874736189842224
0,5,197.6988525390625,223.59149169921875,0.17288541793823242
0,6,285.9211120605469,285.138916015625,0.7339376211166382
0,7,258.72918701171875,260.3905944824219,0.86842280626297
0,8,231.34317016601562,218.50062561035156,0.9093475937843323
0,9,215.8512725830078,289.8548278808594,0.4411175847053528
0,10,189.6566925048828,272.63128662109375,0.43587663769721985
0,11,176.79762268066406,226.75254821777344,0.43542882800102234
0,12,155.83554077148438,187.98812866210938,0.23371924459934235
0,13,176.23573303222656,264.6004638671875,0.23964685201644897
0,14,261.87274169921875,105.01036071777344,0.5613812804222107
0,15,235.0650177001953,105.85159301757812,0.6495221257209778
0,16,265.1189880371094,140.24429321289062,0.8443657159805298
0,17,259.34954833984375,149.44989013671875,0.8400866389274597
0,18,267.161865234375,115.6190185546875,0.5075876116752625
0,19,229.7227020263672,119.20654296875,0.5922712683677673
0,20,223.32582092285156,203.62588500976562,0.0020575104281306267
0,21,231.0265655517578,201.0512237548828,0.0017311611445620656
0,22,232.05613708496094,190.17991638183594,0.0016446646768599749
0,23,229.79931640625,191.0098114013672,0.0018561437027528882
